FilenameMask,EID,Angle1,Angle2,FilenameCurv,FilenameParc
sub-NDARTX659HAF-219.57-94.63-curv-mask.png,sub-NDARTX659HAF,219.57,94.63,sub-NDARTX659HAF-219.57-94.63-curv.png,sub-NDARTX659HAF-219.57-94.63-parc.png
sub-NDARRB561VCP-197.11-97.58-curv-mask.png,sub-NDARRB561VCP,197.11,97.58,sub-NDARRB561VCP-197.11-97.58-curv.png,sub-NDARRB561VCP-197.11-97.58-parc.png
sub-NDARKZ198TAA-205.10-102.04-curv-mask.png,sub-NDARKZ198TAA,205.1,102.04,sub-NDARKZ198TAA-205.1-102.04-curv.png,sub-NDARKZ198TAA-205.1-102.04-parc.png
sub-NDAREM609ZXW-218.33-100.53-curv-mask.png,sub-NDAREM609ZXW,218.33,100.53,sub-NDAREM609ZXW-218.33-100.53-curv.png,sub-NDAREM609ZXW-218.33-100.53-parc.png
sub-NDARPH923FN7-206.70-101.74-curv-mask.png,sub-NDARPH923FN7,206.7,101.74,sub-NDARPH923FN7-206.7-101.74-curv.png,sub-NDARPH923FN7-206.7-101.74-parc.png
sub-NDARTW855BPJ-207.55-81.63-curv-mask.png,sub-NDARTW855BPJ,207.55,81.63,sub-NDARTW855BPJ-207.55-81.63-curv.png,sub-NDARTW855BPJ-207.55-81.63-parc.png
sub-NDARCA186WGH-209.04-85.90-curv-mask.png,sub-NDARCA186WGH,209.04,85.9,sub-NDARCA186WGH-209.04-85.9-curv.png,sub-NDARCA186WGH-209.04-85.9-parc.png
sub-NDARJZ167VEZ-209.30-103.66-curv-mask.png,sub-NDARJZ167VEZ,209.3,103.66,sub-NDARJZ167VEZ-209.3-103.66-curv.png,sub-NDARJZ167VEZ-209.3-103.66-parc.png
sub-NDARRB403PDE-222.72-82.32-curv-mask.png,sub-NDARRB403PDE,222.72,82.32,sub-NDARRB403PDE-222.72-82.32-curv.png,sub-NDARRB403PDE-222.72-82.32-parc.png
sub-NDARDD073JKZ-219.88-80.76-curv-mask.png,sub-NDARDD073JKZ,219.88,80.76,sub-NDARDD073JKZ-219.88-80.76-curv.png,sub-NDARDD073JKZ-219.88-80.76-parc.png
sub-NDARHZ439EBY-217.59-101.12-curv-mask.png,sub-NDARHZ439EBY,217.59,101.12,sub-NDARHZ439EBY-217.59-101.12-curv.png,sub-NDARHZ439EBY-217.59-101.12-parc.png
sub-NDARMZ981YUK-195.90-80.69-curv-mask.png,sub-NDARMZ981YUK,195.9,80.69,sub-NDARMZ981YUK-195.9-80.69-curv.png,sub-NDARMZ981YUK-195.9-80.69-parc.png
sub-NDARGB060TAM-207.82-86.10-curv-mask.png,sub-NDARGB060TAM,207.82,86.1,sub-NDARGB060TAM-207.82-86.1-curv.png,sub-NDARGB060TAM-207.82-86.1-parc.png
sub-NDARKM497VKX-211.49-98.91-curv-mask.png,sub-NDARKM497VKX,211.49,98.91,sub-NDARKM497VKX-211.49-98.91-curv.png,sub-NDARKM497VKX-211.49-98.91-parc.png
sub-NDARNK740ZVM-200.01-87.23-curv-mask.png,sub-NDARNK740ZVM,200.01,87.23,sub-NDARNK740ZVM-200.01-87.23-curv.png,sub-NDARNK740ZVM-200.01-87.23-parc.png
sub-NDARCA618DGA-212.60-89.49-curv-mask.png,sub-NDARCA618DGA,212.6,89.49,sub-NDARCA618DGA-212.6-89.49-curv.png,sub-NDARCA618DGA-212.6-89.49-parc.png
sub-NDARFG027BT5-209.59-80.06-curv-mask.png,sub-NDARFG027BT5,209.59,80.06,sub-NDARFG027BT5-209.59-80.06-curv.png,sub-NDARFG027BT5-209.59-80.06-parc.png
sub-NDARYA807PVN-220.43-99.98-curv-mask.png,sub-NDARYA807PVN,220.43,99.98,sub-NDARYA807PVN-220.43-99.98-curv.png,sub-NDARYA807PVN-220.43-99.98-parc.png
sub-NDARJE686DJL-223.00-96.60-curv-mask.png,sub-NDARJE686DJL,223.0,96.6,sub-NDARJE686DJL-223.0-96.6-curv.png,sub-NDARJE686DJL-223.0-96.6-parc.png
sub-NDAREV617HAP-218.95-100.83-curv-mask.png,sub-NDAREV617HAP,218.95,100.83,sub-NDAREV617HAP-218.95-100.83-curv.png,sub-NDAREV617HAP-218.95-100.83-parc.png
sub-NDARPH834YB1-197.59-103.85-curv-mask.png,sub-NDARPH834YB1,197.59,103.85,sub-NDARPH834YB1-197.59-103.85-curv.png,sub-NDARPH834YB1-197.59-103.85-parc.png
sub-NDARMA598JTX-209.96-75.54-curv-mask.png,sub-NDARMA598JTX,209.96,75.54,sub-NDARMA598JTX-209.96-75.54-curv.png,sub-NDARMA598JTX-209.96-75.54-parc.png
sub-NDARWJ087HKJ-210.42-88.71-curv-mask.png,sub-NDARWJ087HKJ,210.42,88.71,sub-NDARWJ087HKJ-210.42-88.71-curv.png,sub-NDARWJ087HKJ-210.42-88.71-parc.png
sub-NDAREM141CKP-214.81-100.96-curv-mask.png,sub-NDAREM141CKP,214.81,100.96,sub-NDAREM141CKP-214.81-100.96-curv.png,sub-NDAREM141CKP-214.81-100.96-parc.png
sub-NDARXY162ERA-211.94-101.76-curv-mask.png,sub-NDARXY162ERA,211.94,101.76,sub-NDARXY162ERA-211.94-101.76-curv.png,sub-NDARXY162ERA-211.94-101.76-parc.png
sub-NDARUV041YCY-203.04-99.94-curv-mask.png,sub-NDARUV041YCY,203.04,99.94,sub-NDARUV041YCY-203.04-99.94-curv.png,sub-NDARUV041YCY-203.04-99.94-parc.png
sub-NDARHC661KGK-207.70-97.11-curv-mask.png,sub-NDARHC661KGK,207.7,97.11,sub-NDARHC661KGK-207.7-97.11-curv.png,sub-NDARHC661KGK-207.7-97.11-parc.png
sub-NDARKF363RN1-209.18-90.04-curv-mask.png,sub-NDARKF363RN1,209.18,90.04,sub-NDARKF363RN1-209.18-90.04-curv.png,sub-NDARKF363RN1-209.18-90.04-parc.png
sub-NDARMN415AXR-204.50-94.14-curv-mask.png,sub-NDARMN415AXR,204.5,94.14,sub-NDARMN415AXR-204.5-94.14-curv.png,sub-NDARMN415AXR-204.5-94.14-parc.png
sub-NDARMY873XG5-200.05-80.36-curv-mask.png,sub-NDARMY873XG5,200.05,80.36,sub-NDARMY873XG5-200.05-80.36-curv.png,sub-NDARMY873XG5-200.05-80.36-parc.png
sub-NDARJP133YL3-203.67-83.32-curv-mask.png,sub-NDARJP133YL3,203.67,83.32,sub-NDARJP133YL3-203.67-83.32-curv.png,sub-NDARJP133YL3-203.67-83.32-parc.png
sub-NDARTU777GVV-201.92-93.71-curv-mask.png,sub-NDARTU777GVV,201.92,93.71,sub-NDARTU777GVV-201.92-93.71-curv.png,sub-NDARTU777GVV-201.92-93.71-parc.png
sub-NDARCL008HLA-215.01-86.02-curv-mask.png,sub-NDARCL008HLA,215.01,86.02,sub-NDARCL008HLA-215.01-86.02-curv.png,sub-NDARCL008HLA-215.01-86.02-parc.png
sub-NDARMA584EM0-217.12-77.72-curv-mask.png,sub-NDARMA584EM0,217.12,77.72,sub-NDARMA584EM0-217.12-77.72-curv.png,sub-NDARMA584EM0-217.12-77.72-parc.png
sub-NDARUJ779NM0-214.92-79.85-curv-mask.png,sub-NDARUJ779NM0,214.92,79.85,sub-NDARUJ779NM0-214.92-79.85-curv.png,sub-NDARUJ779NM0-214.92-79.85-parc.png
sub-NDARKC978MR4-220.48-76.87-curv-mask.png,sub-NDARKC978MR4,220.48,76.87,sub-NDARKC978MR4-220.48-76.87-curv.png,sub-NDARKC978MR4-220.48-76.87-parc.png
sub-NDARPF937BDQ-222.44-92.59-curv-mask.png,sub-NDARPF937BDQ,222.44,92.59,sub-NDARPF937BDQ-222.44-92.59-curv.png,sub-NDARPF937BDQ-222.44-92.59-parc.png
sub-NDARFW140WFX-214.27-100.29-curv-mask.png,sub-NDARFW140WFX,214.27,100.29,sub-NDARFW140WFX-214.27-100.29-curv.png,sub-NDARFW140WFX-214.27-100.29-parc.png
sub-NDARRY792KY1-206.18-89.48-curv-mask.png,sub-NDARRY792KY1,206.18,89.48,sub-NDARRY792KY1-206.18-89.48-curv.png,sub-NDARRY792KY1-206.18-89.48-parc.png
sub-NDARPK300HMV-202.84-80.95-curv-mask.png,sub-NDARPK300HMV,202.84,80.95,sub-NDARPK300HMV-202.84-80.95-curv.png,sub-NDARPK300HMV-202.84-80.95-parc.png
sub-NDARVX547MA0-203.41-102.24-curv-mask.png,sub-NDARVX547MA0,203.41,102.24,sub-NDARVX547MA0-203.41-102.24-curv.png,sub-NDARVX547MA0-203.41-102.24-parc.png
sub-NDARWA351ZE2-212.62-77.69-curv-mask.png,sub-NDARWA351ZE2,212.62,77.69,sub-NDARWA351ZE2-212.62-77.69-curv.png,sub-NDARWA351ZE2-212.62-77.69-parc.png
sub-NDARLN961XGP-211.64-96.00-curv-mask.png,sub-NDARLN961XGP,211.64,96.0,sub-NDARLN961XGP-211.64-96.0-curv.png,sub-NDARLN961XGP-211.64-96.0-parc.png
sub-NDARCU118LMX-203.39-97.47-curv-mask.png,sub-NDARCU118LMX,203.39,97.47,sub-NDARCU118LMX-203.39-97.47-curv.png,sub-NDARCU118LMX-203.39-97.47-parc.png
sub-NDARJB027GMR-219.04-101.40-curv-mask.png,sub-NDARJB027GMR,219.04,101.4,sub-NDARJB027GMR-219.04-101.4-curv.png,sub-NDARJB027GMR-219.04-101.4-parc.png
sub-NDARJK154PF5-195.44-104.41-curv-mask.png,sub-NDARJK154PF5,195.44,104.41,sub-NDARJK154PF5-195.44-104.41-curv.png,sub-NDARJK154PF5-195.44-104.41-parc.png
sub-NDARYN595JMA-208.88-86.78-curv-mask.png,sub-NDARYN595JMA,208.88,86.78,sub-NDARYN595JMA-208.88-86.78-curv.png,sub-NDARYN595JMA-208.88-86.78-parc.png
sub-NDARNV375KEK-198.58-101.88-curv-mask.png,sub-NDARNV375KEK,198.58,101.88,sub-NDARNV375KEK-198.58-101.88-curv.png,sub-NDARNV375KEK-198.58-101.88-parc.png
sub-NDARCW611MK5-201.93-95.76-curv-mask.png,sub-NDARCW611MK5,201.93,95.76,sub-NDARCW611MK5-201.93-95.76-curv.png,sub-NDARCW611MK5-201.93-95.76-parc.png
sub-NDARDN702GXX-202.52-103.99-curv-mask.png,sub-NDARDN702GXX,202.52,103.99,sub-NDARDN702GXX-202.52-103.99-curv.png,sub-NDARDN702GXX-202.52-103.99-parc.png
sub-NDARGC170UK2-195.22-79.62-curv-mask.png,sub-NDARGC170UK2,195.22,79.62,sub-NDARGC170UK2-195.22-79.62-curv.png,sub-NDARGC170UK2-195.22-79.62-parc.png
sub-NDARDY150ZP9-207.40-104.82-curv-mask.png,sub-NDARDY150ZP9,207.4,104.82,sub-NDARDY150ZP9-207.4-104.82-curv.png,sub-NDARDY150ZP9-207.4-104.82-parc.png
sub-NDARDT499DWP-220.32-79.02-curv-mask.png,sub-NDARDT499DWP,220.32,79.02,sub-NDARDT499DWP-220.32-79.02-curv.png,sub-NDARDT499DWP-220.32-79.02-parc.png
sub-NDARNB674VMY-217.34-95.68-curv-mask.png,sub-NDARNB674VMY,217.34,95.68,sub-NDARNB674VMY-217.34-95.68-curv.png,sub-NDARNB674VMY-217.34-95.68-parc.png
sub-NDAREA788ZAM-199.86-98.19-curv-mask.png,sub-NDAREA788ZAM,199.86,98.19,sub-NDAREA788ZAM-199.86-98.19-curv.png,sub-NDAREA788ZAM-199.86-98.19-parc.png
sub-NDARXN047RUT-197.62-102.82-curv-mask.png,sub-NDARXN047RUT,197.62,102.82,sub-NDARXN047RUT-197.62-102.82-curv.png,sub-NDARXN047RUT-197.62-102.82-parc.png
sub-NDARBX121UM9-200.40-94.38-curv-mask.png,sub-NDARBX121UM9,200.4,94.38,sub-NDARBX121UM9-200.4-94.38-curv.png,sub-NDARBX121UM9-200.4-94.38-parc.png
sub-NDARBM839WR5-213.17-95.67-curv-mask.png,sub-NDARBM839WR5,213.17,95.67,sub-NDARBM839WR5-213.17-95.67-curv.png,sub-NDARBM839WR5-213.17-95.67-parc.png
sub-NDARKN848XH8-200.15-86.65-curv-mask.png,sub-NDARKN848XH8,200.15,86.65,sub-NDARKN848XH8-200.15-86.65-curv.png,sub-NDARKN848XH8-200.15-86.65-parc.png
sub-NDARLN961XGP-223.22-79.33-curv-mask.png,sub-NDARLN961XGP,223.22,79.33,sub-NDARLN961XGP-223.22-79.33-curv.png,sub-NDARLN961XGP-223.22-79.33-parc.png
sub-NDARAL828WXM-208.98-78.78-curv-mask.png,sub-NDARAL828WXM,208.98,78.78,sub-NDARAL828WXM-208.98-78.78-curv.png,sub-NDARAL828WXM-208.98-78.78-parc.png
sub-NDARYC594EHN-217.02-91.05-curv-mask.png,sub-NDARYC594EHN,217.02,91.05,sub-NDARYC594EHN-217.02-91.05-curv.png,sub-NDARYC594EHN-217.02-91.05-parc.png
sub-NDAREW430AYU-202.32-76.25-curv-mask.png,sub-NDAREW430AYU,202.32,76.25,sub-NDAREW430AYU-202.32-76.25-curv.png,sub-NDAREW430AYU-202.32-76.25-parc.png
sub-NDARZV421TCZ-218.95-80.30-curv-mask.png,sub-NDARZV421TCZ,218.95,80.3,sub-NDARZV421TCZ-218.95-80.3-curv.png,sub-NDARZV421TCZ-218.95-80.3-parc.png
sub-NDARMN043YKC-218.87-104.22-curv-mask.png,sub-NDARMN043YKC,218.87,104.22,sub-NDARMN043YKC-218.87-104.22-curv.png,sub-NDARMN043YKC-218.87-104.22-parc.png
sub-NDARYJ301DYN-211.49-97.29-curv-mask.png,sub-NDARYJ301DYN,211.49,97.29,sub-NDARYJ301DYN-211.49-97.29-curv.png,sub-NDARYJ301DYN-211.49-97.29-parc.png
sub-NDARCA690EBC-205.79-88.11-curv-mask.png,sub-NDARCA690EBC,205.79,88.11,sub-NDARCA690EBC-205.79-88.11-curv.png,sub-NDARCA690EBC-205.79-88.11-parc.png
sub-NDARGE366WNC-197.45-79.43-curv-mask.png,sub-NDARGE366WNC,197.45,79.43,sub-NDARGE366WNC-197.45-79.43-curv.png,sub-NDARGE366WNC-197.45-79.43-parc.png
sub-NDARLU939YX4-207.44-99.09-curv-mask.png,sub-NDARLU939YX4,207.44,99.09,sub-NDARLU939YX4-207.44-99.09-curv.png,sub-NDARLU939YX4-207.44-99.09-parc.png
sub-NDARWH779MZ2-218.64-93.61-curv-mask.png,sub-NDARWH779MZ2,218.64,93.61,sub-NDARWH779MZ2-218.64-93.61-curv.png,sub-NDARWH779MZ2-218.64-93.61-parc.png
sub-NDARZX163EWC-212.33-84.13-curv-mask.png,sub-NDARZX163EWC,212.33,84.13,sub-NDARZX163EWC-212.33-84.13-curv.png,sub-NDARZX163EWC-212.33-84.13-parc.png
sub-NDARDR067YMC-198.71-90.83-curv-mask.png,sub-NDARDR067YMC,198.71,90.83,sub-NDARDR067YMC-198.71-90.83-curv.png,sub-NDARDR067YMC-198.71-90.83-parc.png
sub-NDARWC399JLD-201.57-103.44-curv-mask.png,sub-NDARWC399JLD,201.57,103.44,sub-NDARWC399JLD-201.57-103.44-curv.png,sub-NDARWC399JLD-201.57-103.44-parc.png
sub-NDARCM135DVC-203.93-83.15-curv-mask.png,sub-NDARCM135DVC,203.93,83.15,sub-NDARCM135DVC-203.93-83.15-curv.png,sub-NDARCM135DVC-203.93-83.15-parc.png
sub-NDARNL587LVL-203.76-79.58-curv-mask.png,sub-NDARNL587LVL,203.76,79.58,sub-NDARNL587LVL-203.76-79.58-curv.png,sub-NDARNL587LVL-203.76-79.58-parc.png
sub-NDARNV694EMG-220.59-92.81-curv-mask.png,sub-NDARNV694EMG,220.59,92.81,sub-NDARNV694EMG-220.59-92.81-curv.png,sub-NDARNV694EMG-220.59-92.81-parc.png
sub-NDARNJ715JPV-206.57-103.64-curv-mask.png,sub-NDARNJ715JPV,206.57,103.64,sub-NDARNJ715JPV-206.57-103.64-curv.png,sub-NDARNJ715JPV-206.57-103.64-parc.png
sub-NDARBE719PMB-220.74-88.37-curv-mask.png,sub-NDARBE719PMB,220.74,88.37,sub-NDARBE719PMB-220.74-88.37-curv.png,sub-NDARBE719PMB-220.74-88.37-parc.png
sub-NDARVB012UWL-216.18-104.32-curv-mask.png,sub-NDARVB012UWL,216.18,104.32,sub-NDARVB012UWL-216.18-104.32-curv.png,sub-NDARVB012UWL-216.18-104.32-parc.png
sub-NDARYM063XB8-206.53-94.52-curv-mask.png,sub-NDARYM063XB8,206.53,94.52,sub-NDARYM063XB8-206.53-94.52-curv.png,sub-NDARYM063XB8-206.53-94.52-parc.png
sub-NDARDA516MNY-219.35-90.96-curv-mask.png,sub-NDARDA516MNY,219.35,90.96,sub-NDARDA516MNY-219.35-90.96-curv.png,sub-NDARDA516MNY-219.35-90.96-parc.png
sub-NDARMM486AJU-203.12-96.55-curv-mask.png,sub-NDARMM486AJU,203.12,96.55,sub-NDARMM486AJU-203.12-96.55-curv.png,sub-NDARMM486AJU-203.12-96.55-parc.png
sub-NDARDX665TKP-202.88-78.88-curv-mask.png,sub-NDARDX665TKP,202.88,78.88,sub-NDARDX665TKP-202.88-78.88-curv.png,sub-NDARDX665TKP-202.88-78.88-parc.png
sub-NDARZG236AUT-208.11-97.48-curv-mask.png,sub-NDARZG236AUT,208.11,97.48,sub-NDARZG236AUT-208.11-97.48-curv.png,sub-NDARZG236AUT-208.11-97.48-parc.png
sub-NDARXB023AMW-222.12-100.33-curv-mask.png,sub-NDARXB023AMW,222.12,100.33,sub-NDARXB023AMW-222.12-100.33-curv.png,sub-NDARXB023AMW-222.12-100.33-parc.png
sub-NDARGM421YWQ-200.53-100.72-curv-mask.png,sub-NDARGM421YWQ,200.53,100.72,sub-NDARGM421YWQ-200.53-100.72-curv.png,sub-NDARGM421YWQ-200.53-100.72-parc.png
sub-NDARPP622WV4-214.96-97.44-curv-mask.png,sub-NDARPP622WV4,214.96,97.44,sub-NDARPP622WV4-214.96-97.44-curv.png,sub-NDARPP622WV4-214.96-97.44-parc.png
sub-NDARGJ653MG2-202.61-81.41-curv-mask.png,sub-NDARGJ653MG2,202.61,81.41,sub-NDARGJ653MG2-202.61-81.41-curv.png,sub-NDARGJ653MG2-202.61-81.41-parc.png
sub-NDARCC340ER5-216.25-75.58-curv-mask.png,sub-NDARCC340ER5,216.25,75.58,sub-NDARCC340ER5-216.25-75.58-curv.png,sub-NDARCC340ER5-216.25-75.58-parc.png
sub-NDARET949LMU-219.84-96.80-curv-mask.png,sub-NDARET949LMU,219.84,96.8,sub-NDARET949LMU-219.84-96.8-curv.png,sub-NDARET949LMU-219.84-96.8-parc.png
sub-NDARFD453NPR-218.95-78.04-curv-mask.png,sub-NDARFD453NPR,218.95,78.04,sub-NDARFD453NPR-218.95-78.04-curv.png,sub-NDARFD453NPR-218.95-78.04-parc.png
sub-NDARVB842ZM8-223.31-89.78-curv-mask.png,sub-NDARVB842ZM8,223.31,89.78,sub-NDARVB842ZM8-223.31-89.78-curv.png,sub-NDARVB842ZM8-223.31-89.78-parc.png
sub-NDARMW252AJW-220.87-85.49-curv-mask.png,sub-NDARMW252AJW,220.87,85.49,sub-NDARMW252AJW-220.87-85.49-curv.png,sub-NDARMW252AJW-220.87-85.49-parc.png
sub-NDARFJ651RMJ-221.51-98.35-curv-mask.png,sub-NDARFJ651RMJ,221.51,98.35,sub-NDARFJ651RMJ-221.51-98.35-curv.png,sub-NDARFJ651RMJ-221.51-98.35-parc.png
sub-NDARHC083LM6-219.15-104.52-curv-mask.png,sub-NDARHC083LM6,219.15,104.52,sub-NDARHC083LM6-219.15-104.52-curv.png,sub-NDARHC083LM6-219.15-104.52-parc.png
sub-NDARFL411AT1-196.26-98.11-curv-mask.png,sub-NDARFL411AT1,196.26,98.11,sub-NDARFL411AT1-196.26-98.11-curv.png,sub-NDARFL411AT1-196.26-98.11-parc.png
sub-NDARNM708YTF-209.87-102.98-curv-mask.png,sub-NDARNM708YTF,209.87,102.98,sub-NDARNM708YTF-209.87-102.98-curv.png,sub-NDARNM708YTF-209.87-102.98-parc.png
sub-NDARCJ475WJP-200.84-87.70-curv-mask.png,sub-NDARCJ475WJP,200.84,87.7,sub-NDARCJ475WJP-200.84-87.7-curv.png,sub-NDARCJ475WJP-200.84-87.7-parc.png
sub-NDARCG785NND-195.57-80.36-curv-mask.png,sub-NDARCG785NND,195.57,80.36,sub-NDARCG785NND-195.57-80.36-curv.png,sub-NDARCG785NND-195.57-80.36-parc.png
sub-NDARGM240YJM-223.60-96.56-curv-mask.png,sub-NDARGM240YJM,223.6,96.56,sub-NDARGM240YJM-223.6-96.56-curv.png,sub-NDARGM240YJM-223.6-96.56-parc.png
sub-NDARVL498YX5-206.74-102.80-curv-mask.png,sub-NDARVL498YX5,206.74,102.8,sub-NDARVL498YX5-206.74-102.8-curv.png,sub-NDARVL498YX5-206.74-102.8-parc.png
sub-NDARMX277VHC-213.82-75.65-curv-mask.png,sub-NDARMX277VHC,213.82,75.65,sub-NDARMX277VHC-213.82-75.65-curv.png,sub-NDARMX277VHC-213.82-75.65-parc.png
sub-NDARJH773JTJ-212.52-82.93-curv-mask.png,sub-NDARJH773JTJ,212.52,82.93,sub-NDARJH773JTJ-212.52-82.93-curv.png,sub-NDARJH773JTJ-212.52-82.93-parc.png
sub-NDARPD855ARC-204.34-91.96-curv-mask.png,sub-NDARPD855ARC,204.34,91.96,sub-NDARPD855ARC-204.34-91.96-curv.png,sub-NDARPD855ARC-204.34-91.96-parc.png
sub-NDARCZ947WU5-207.16-79.08-curv-mask.png,sub-NDARCZ947WU5,207.16,79.08,sub-NDARCZ947WU5-207.16-79.08-curv.png,sub-NDARCZ947WU5-207.16-79.08-parc.png
sub-NDARLN961XGP-210.34-97.05-curv-mask.png,sub-NDARLN961XGP,210.34,97.05,sub-NDARLN961XGP-210.34-97.05-curv.png,sub-NDARLN961XGP-210.34-97.05-parc.png
sub-NDAREW937RMY-214.18-104.15-curv-mask.png,sub-NDAREW937RMY,214.18,104.15,sub-NDAREW937RMY-214.18-104.15-curv.png,sub-NDAREW937RMY-214.18-104.15-parc.png
sub-NDARLV387GP4-204.89-96.59-curv-mask.png,sub-NDARLV387GP4,204.89,96.59,sub-NDARLV387GP4-204.89-96.59-curv.png,sub-NDARLV387GP4-204.89-96.59-parc.png
sub-NDARFC286KV1-206.73-87.23-curv-mask.png,sub-NDARFC286KV1,206.73,87.23,sub-NDARFC286KV1-206.73-87.23-curv.png,sub-NDARFC286KV1-206.73-87.23-parc.png
sub-NDARFF061VUK-223.41-86.20-curv-mask.png,sub-NDARFF061VUK,223.41,86.2,sub-NDARFF061VUK-223.41-86.2-curv.png,sub-NDARFF061VUK-223.41-86.2-parc.png
sub-NDARAZ681CYF-217.14-76.21-curv-mask.png,sub-NDARAZ681CYF,217.14,76.21,sub-NDARAZ681CYF-217.14-76.21-curv.png,sub-NDARAZ681CYF-217.14-76.21-parc.png
sub-NDARJM708VGE-199.88-104.42-curv-mask.png,sub-NDARJM708VGE,199.88,104.42,sub-NDARJM708VGE-199.88-104.42-curv.png,sub-NDARJM708VGE-199.88-104.42-parc.png
sub-NDARWM955GR5-214.70-94.06-curv-mask.png,sub-NDARWM955GR5,214.7,94.06,sub-NDARWM955GR5-214.7-94.06-curv.png,sub-NDARWM955GR5-214.7-94.06-parc.png
sub-NDARDC814WW2-199.25-102.93-curv-mask.png,sub-NDARDC814WW2,199.25,102.93,sub-NDARDC814WW2-199.25-102.93-curv.png,sub-NDARDC814WW2-199.25-102.93-parc.png
sub-NDARPJ832WL6-205.24-87.74-curv-mask.png,sub-NDARPJ832WL6,205.24,87.74,sub-NDARPJ832WL6-205.24-87.74-curv.png,sub-NDARPJ832WL6-205.24-87.74-parc.png
sub-NDARAH976BND-203.02-96.20-curv-mask.png,sub-NDARAH976BND,203.02,96.2,sub-NDARAH976BND-203.02-96.2-curv.png,sub-NDARAH976BND-203.02-96.2-parc.png
sub-NDARRZ145TFN-223.85-78.19-curv-mask.png,sub-NDARRZ145TFN,223.85,78.19,sub-NDARRZ145TFN-223.85-78.19-curv.png,sub-NDARRZ145TFN-223.85-78.19-parc.png
sub-NDARBF851NH6-218.92-103.75-curv-mask.png,sub-NDARBF851NH6,218.92,103.75,sub-NDARBF851NH6-218.92-103.75-curv.png,sub-NDARBF851NH6-218.92-103.75-parc.png
sub-NDARTT013GUN-197.85-95.03-curv-mask.png,sub-NDARTT013GUN,197.85,95.03,sub-NDARTT013GUN-197.85-95.03-curv.png,sub-NDARTT013GUN-197.85-95.03-parc.png
sub-NDARJV894XP2-209.38-104.78-curv-mask.png,sub-NDARJV894XP2,209.38,104.78,sub-NDARJV894XP2-209.38-104.78-curv.png,sub-NDARJV894XP2-209.38-104.78-parc.png
sub-NDAREA788ZAM-212.75-85.50-curv-mask.png,sub-NDAREA788ZAM,212.75,85.5,sub-NDAREA788ZAM-212.75-85.5-curv.png,sub-NDAREA788ZAM-212.75-85.5-parc.png
sub-NDARNU249EDF-198.33-91.56-curv-mask.png,sub-NDARNU249EDF,198.33,91.56,sub-NDARNU249EDF-198.33-91.56-curv.png,sub-NDARNU249EDF-198.33-91.56-parc.png
sub-NDARPL440BX5-209.37-86.73-curv-mask.png,sub-NDARPL440BX5,209.37,86.73,sub-NDARPL440BX5-209.37-86.73-curv.png,sub-NDARPL440BX5-209.37-86.73-parc.png
sub-NDARAU967RWU-220.90-104.75-curv-mask.png,sub-NDARAU967RWU,220.9,104.75,sub-NDARAU967RWU-220.9-104.75-curv.png,sub-NDARAU967RWU-220.9-104.75-parc.png
sub-NDARWK104FLX-202.98-88.59-curv-mask.png,sub-NDARWK104FLX,202.98,88.59,sub-NDARWK104FLX-202.98-88.59-curv.png,sub-NDARWK104FLX-202.98-88.59-parc.png
sub-NDARHL238VL2-205.23-87.96-curv-mask.png,sub-NDARHL238VL2,205.23,87.96,sub-NDARHL238VL2-205.23-87.96-curv.png,sub-NDARHL238VL2-205.23-87.96-parc.png
sub-NDARYE576WR6-203.84-75.94-curv-mask.png,sub-NDARYE576WR6,203.84,75.94,sub-NDARYE576WR6-203.84-75.94-curv.png,sub-NDARYE576WR6-203.84-75.94-parc.png
sub-NDARVB587ECK-202.04-81.08-curv-mask.png,sub-NDARVB587ECK,202.04,81.08,sub-NDARVB587ECK-202.04-81.08-curv.png,sub-NDARVB587ECK-202.04-81.08-parc.png
sub-NDARKG460MWV-213.28-98.94-curv-mask.png,sub-NDARKG460MWV,213.28,98.94,sub-NDARKG460MWV-213.28-98.94-curv.png,sub-NDARKG460MWV-213.28-98.94-parc.png
sub-NDARCZ915NC1-195.35-80.52-curv-mask.png,sub-NDARCZ915NC1,195.35,80.52,sub-NDARCZ915NC1-195.35-80.52-curv.png,sub-NDARCZ915NC1-195.35-80.52-parc.png
sub-NDAREN151YXN-224.98-90.05-curv-mask.png,sub-NDAREN151YXN,224.98,90.05,sub-NDAREN151YXN-224.98-90.05-curv.png,sub-NDAREN151YXN-224.98-90.05-parc.png
sub-NDARWK793VK4-212.84-81.28-curv-mask.png,sub-NDARWK793VK4,212.84,81.28,sub-NDARWK793VK4-212.84-81.28-curv.png,sub-NDARWK793VK4-212.84-81.28-parc.png
sub-NDARWA544RDT-215.87-101.69-curv-mask.png,sub-NDARWA544RDT,215.87,101.69,sub-NDARWA544RDT-215.87-101.69-curv.png,sub-NDARWA544RDT-215.87-101.69-parc.png
sub-NDARAJ366ZFA-213.13-100.93-curv-mask.png,sub-NDARAJ366ZFA,213.13,100.93,sub-NDARAJ366ZFA-213.13-100.93-curv.png,sub-NDARAJ366ZFA-213.13-100.93-parc.png
sub-NDARTR840XP1-198.62-80.04-curv-mask.png,sub-NDARTR840XP1,198.62,80.04,sub-NDARTR840XP1-198.62-80.04-curv.png,sub-NDARTR840XP1-198.62-80.04-parc.png
